business_name,business_address,business_city,business_state,business_postal_code,inspection_date,inspection_score,violation_description,risk_category
STARBUCKS COFFEE #9219,333 MARKET St,San Francisco,CA,94105,12/9/16 0:00,92,Inadequate and inaccessible handwashing facilities,Moderate Risk
Tricolore Caffe' and Pizzeria,590 Washington St,San Francisco,CA,94111,4/26/16 0:00,100,,
HOANG DAT COFFEE SHOP,930 GEARY St,San Francisco,CA,94109,3/11/16 0:00,82,Unclean nonfood contact surfaces,Low Risk
STARBUCKS COFFEE,4094 18th St,San Francisco,CA,94114,8/5/16 0:00,,,
SUBWAY 16604,753 POLK St,San Francisco,CA,94109,6/21/16 0:00,87,Improper or defective plumbing,Low Risk
STARBUCKS COFFEE #509,1899 UNION St,San Francisco,CA,94123,8/1/16 0:00,,,
STARBUCKS COFFEE #531,2132 CHESTNUT St,San Francisco,CA,94123,3/29/16 0:00,94,Improper storage of equipment utensils or linens,Low Risk
SQUAT & GOBBLE CAFE #3,3600 16th St,San Francisco,CA,94114,3/30/16 0:00,89,Improper storage of equipment utensils or linens,Low Risk
"Peet's Coffee & Tea, Inc",022 Battery St,San Francisco,CA,94111,5/27/16 0:00,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
Starbucks Coffee,555 California St,San Francisco,CA,94104,6/15/16 0:00,94,Unclean nonfood contact surfaces,Low Risk
MINI CAFE,28 VAN NESS,San Francisco,CA,94102,6/29/16 0:00,,,
Star Bagels,1475 Polk St,San Francisco,CA,94109,9/29/16 0:00,79,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
Aux Delices Vietnam,2327 Polk St,San Francisco,CA,94109,6/13/16 0:00,74,Inadequate and inaccessible handwashing facilities,Moderate Risk
UA Twin Stonestown,501 Buckingham Way,San Francisco,CA,94132,4/22/16 0:00,98,Unclean or degraded floors walls or ceilings,Low Risk
POMELO ON CHURCH,1793 CHURCH St,San Francisco,CA,94131,5/5/16 0:00,90,Unclean or degraded floors walls or ceilings,Low Risk
SUNFLOWER RESTAURANT,506 Valencia St,San Francisco,CA,94103,9/12/16 0:00,76,Inadequate and inaccessible handwashing facilities,Moderate Risk
Boudin Petit Cafe,"170 O'Farrell St, 1st Floor",San Francisco,CA,94102,4/1/16 0:00,92,Food safety certificate or food handler card not available,Low Risk
Sutter Cafe,330 Sutter St,San Francisco,CA,94108,10/18/16 0:00,96,Unclean or degraded floors walls or ceilings,Low Risk
TULLY'S  COFFEE,2455 FILLMORE St,San Francisco,CA,94115,7/20/16 0:00,,,
OKINA SUSHI,776 Arguello Blvd,San Francisco,CA,94118,11/9/16 0:00,100,,
PEET'S COFFEES & TEAS,3419 CALIFORNIA St,San Francisco,CA,94118,1/28/16 0:00,83,Moderate risk food holding temperature,Moderate Risk
SWEET THINGS,3585 CALIFORNIA St,San Francisco,CA,94118,10/17/16 0:00,96,Moderate risk food holding temperature,Moderate Risk
PANCHO'S,3440 GEARY Blvd,San Francisco,CA,94118,4/14/16 0:00,90,Moderate risk food holding temperature,Moderate Risk
TAWAN'S THAI FOOD,4403 GEARY Blvd,San Francisco,CA,94118,12/9/16 0:00,,,
ROYAL GROUND COFFEE,5301 GEARY Blvd,San Francisco,CA,94121,2/9/16 0:00,92,Unclean or degraded floors walls or ceilings,Low Risk
PAZZO,2 HENRY ADAMS St,San Francisco,CA,94103,10/31/16 0:00,91,High risk food holding temperature,High Risk
Yamo Restaurant,3406 18th St,San Francisco,CA,94110,4/20/16 0:00,88,Unapproved or unmaintained equipment or utensils,Low Risk
Sunflower Cafe,284 O'Farrell St,San Francisco,CA,94102,5/23/16 0:00,98,Permit license or inspection report not posted,Low Risk
Banwich,1105 TARAVAL St,San Francisco,CA,94116,5/23/16 0:00,90,Moderate risk food holding temperature,Moderate Risk
JAVA SUPREME,0703 GUERRERO St,San Francisco,CA,94110,5/18/16 0:00,94,Improper or defective plumbing,Low Risk
THANH THANH,2205 CLEMENT St,San Francisco,CA,94121,5/23/16 0:00,72,Improper storage use or identification of toxic substances,Low Risk
KABABAYAN FAST FOOD,2706 MISSION St,San Francisco,CA,94110,10/3/16 0:00,,,
STARBUCKS COFFEE CO.,744 IRVING St,San Francisco,CA,94122,6/3/16 0:00,,,
STARBUCKS,201 SPEAR St,San Francisco,CA,94105,9/16/16 0:00,100,,
ORPHAN ANDY'S,3991 A 17th St,San Francisco,CA,94114,12/6/16 0:00,94,Foods not protected from contamination,Moderate Risk
ANCHOR OYSTER BAR INC.,579 Castro St,San Francisco,CA,94114,7/27/16 0:00,,High risk food holding temperature,High Risk
TAQUERIA EL BUEN SABOR,699 VALENCIA St,San Francisco,CA,94112,2/19/16 0:00,,,
WE BE SUSHI,1071 VALENCIA St,San Francisco,CA,94110,10/19/16 0:00,,,
GORDO TAQUERIA #6,5450 GEARY Blvd,San Francisco,CA,94121,7/12/16 0:00,81,Improper cooling methods,High Risk
"LA MEDITERRANEE I, INC.",2210 FILLMORE St,San Francisco,CA,94115,9/27/16 0:00,,,
CHLOE'S,1399 CHURCH St,San Francisco,CA,94114,5/13/16 0:00,,,
SAN MIGUEL RESTAURANT #2,3263 MISSION St,San Francisco,CA,94110,9/9/16 0:00,,,
HIGHER GROUNDS,691 CHENERY St,San Francisco,CA,94131,4/14/16 0:00,90,Moderate risk food holding temperature,Moderate Risk
SPIKE'S COFFEES & TEAS,4117 19th St,San Francisco,CA,94114,8/26/16 0:00,100,,
Beanery,1307 09th Ave,San Francisco,CA,94122,6/9/16 0:00,100,,
Cordon Bleu,1574 California St,San Francisco,CA,94109,9/13/16 0:00,,,
KING OF THAI NOODLE HOUSE,639 CLEMENT St,San Francisco,CA,94118,5/18/16 0:00,77,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
EXIT THEATRE,156 EDDY St,San Francisco,CA,94102,6/29/16 0:00,96,Insufficient hot water or running water,Moderate Risk
LA TORTILLA,495 Castro St B,San Francisco,CA,94114,11/29/16 0:00,86,Unclean or degraded floors walls or ceilings,Low Risk
SUSHI TIME,2275 MARKET St,San Francisco,CA,94114,9/28/16 0:00,92,Improper storage use or identification of toxic substances,Low Risk
STARBUCKS COFFEE CO.,1750 DIVISADERO St,San Francisco,CA,94115,10/25/16 0:00,100,,
RESTAURANTE FAMILIAR,4499 MISSION St,San Francisco,CA,94112,7/20/16 0:00,84,Improper cooling methods,High Risk
CAFE LA TAZA,2475A MISSION,San Francisco,CA,94110,6/2/16 0:00,90,Unclean or degraded floors walls or ceilings,Low Risk
Starbucks Coffee,701 Battery St,San Francisco,CA,94111,4/25/16 0:00,91,Unclean or unsanitary food contact surfaces,High Risk
PEBBLE'S CAFE,2852 Diamond St,San Francisco,CA,94131,4/15/16 0:00,,Low risk vermin infestation,Low Risk
GASPARE'S PIZZA HOUSE & REST.,5546 GEARY Blvd,San Francisco,CA,94121,10/26/16 0:00,78,Inadequate and inaccessible handwashing facilities,Moderate Risk
Sauce SF,131 GOUGH St,San Francisco,CA,94102,6/14/16 0:00,94,Low risk vermin infestation,Low Risk
YUMMA'S MED GRILL,721 IRVING St,San Francisco,CA,94122,6/9/16 0:00,96,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
La Copa Loca,3150 22nd St,San Francisco,CA,94110,5/3/16 0:00,98,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
STARBUCKS COFFEE #5431,123 MISSION St,San Francisco,CA,94105,12/9/16 0:00,96,Unclean or degraded floors walls or ceilings,Low Risk
STARBUCKS,5455 GEARY Blvd,San Francisco,CA,94121,8/9/16 0:00,,,
SWEET DELIGHT BAKERY,4476A MISSION,San Francisco,CA,94112,10/26/16 0:00,70,High risk food holding temperature,High Risk
MIFUNE DON,22 PEACE PLAZA  275,San Francisco,CA,94115,9/19/16 0:00,85,Improper food storage,Low Risk
HOLEY BAGEL BAKERY,3872 24th St,San Francisco,CA,94114,12/5/16 0:00,96,Improper food labeling or menu misrepresentation,Low Risk
CABLE CAR COFFEE,1 HALLIDIE PLAZA,San Francisco,CA,94102,4/29/16 0:00,,,
Waterfront Bakery,2801 Leavenworth St,San Francisco,CA,94133,3/11/16 0:00,,,
Starbucks Coffee,1560 Van Ness Ave,San Francisco,CA,94111,4/8/16 0:00,96,Moderate risk vermin infestation,Moderate Risk
KISS SEAFOOD,1708 LAGUNA St,San Francisco,CA,94115,6/16/16 0:00,94,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
BAZAAR CAFE,5927 CALIFORNIA St,San Francisco,CA,94121,6/13/16 0:00,,,
Whole Foods Steep Brew,1765 CALIFORNIA St,San Francisco,CA,94109,8/15/16 0:00,98,Unapproved or unmaintained equipment or utensils,Low Risk
Holiday Inn Express-Main Kitchen,550 North Point St,San Francisco,CA,94133,5/2/16 0:00,100,,
A2 CAFE,450 IRWIN St,San Francisco,CA,94107,3/9/16 0:00,90,Inadequate ventilation or lighting,Low Risk
STARBUCKS COFFEE,675 PORTOLA Dr,San Francisco,CA,94127,3/24/16 0:00,,,
PEET'S COFFEE & TEA,101 02nd St 150,San Francisco,CA,94105,12/21/16 0:00,96,Unclean nonfood contact surfaces,Low Risk
Peet's Coffee & Tea,1 Ferry Building  C3,San Francisco,CA,94111,3/31/16 0:00,92,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk
Starbucks Coffee Company #6765,359 Grant Ave,San Francisco,CA,94108,12/12/16 0:00,,,
Nonna Rose Restaurant,Foot of Taylor St #7,San Francisco,CA,94133,6/8/16 0:00,,,
CLUB WAZIEMA,543 DIVISADERO St,San Francisco,CA,94117,11/9/16 0:00,90,Moderate risk vermin infestation,Moderate Risk
Mama' Art Cafe,4754 Mission Street,San Francisco,CA,94112,9/8/16 0:00,,,
AT&T - Cognac Bar/ KITCHEN Room3232 [145080],24 WILLIE MAYS PLAZA 3.28.01,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T - FIELD CLUB KITCHEN [145082],24 WILLIE MAYS PLAZA 1.11.04,San Francisco,CA,94107,8/14/16 0:00,100,,
AT&T -in-seat service KITCHEN/Press Dining [145081],24 WILLIE MAYS PLAZA 3.12.05,San Francisco,CA,94107,8/14/16 0:00,100,,
CHOUQUET'S,2500 WASHINGTON St,San Francisco,CA,94115,8/10/16 0:00,,,
STARBUCKS,490 BRANNAN St,San Francisco,CA,94107,8/1/16 0:00,,,
Neiman Marcus On The Square,"150 Stockton St, Ground Floor",San Francisco,CA,94108,6/30/16 0:00,,,
Cafe Niebaum Coppola,916 Kearny St,San Francisco,CA,94133,11/22/16 0:00,88,Improper or defective plumbing,Low Risk
OMNI S.F. Hotel - Food & Beverage Storeroom,"500 California St, Basement",San Francisco,CA,94104,3/11/16 0:00,98,Improper or defective plumbing,Low Risk
Cafe Bellini,235 Powell St,San Francisco,CA,94102,6/7/16 0:00,,,
Fino,1 Cosmo Pl,San Francisco,CA,94109,3/11/16 0:00,100,,
Cornell Hotel - Jeanne D'Arc,715 Bush St,San Francisco,CA,94108,8/19/16 0:00,98,Unclean or degraded floors walls or ceilings,Low Risk
Uncle Vito's Pizza,700 Bush St,San Francisco,CA,94108,8/26/16 0:00,79,Unclean or degraded floors walls or ceilings,Low Risk
Asia Chinese Food #2,350 Bay St,San Francisco,CA,94133,7/5/16 0:00,85,Moderate risk food holding temperature,Moderate Risk
TANPOPO,1740 BUCHANAN St,San Francisco,CA,94115,4/19/16 0:00,87,Improper food storage,Low Risk
901 Columbus Cafe,901 Columbus Ave,San Francisco,CA,94133,2/5/16 0:00,88,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
SF Bay Club - Court Cafe,150 Greenwich St,San Francisco,CA,94111,4/13/16 0:00,85,Unclean or unsanitary food contact surfaces,High Risk
Nick's Lighthouse,Foot of Taylor St 5,San Francisco,CA,94133,6/15/16 0:00,88,Unclean nonfood contact surfaces,Low Risk
Caffe Bianco,39 Sutter St,San Francisco,CA,94104,4/26/16 0:00,83,Unapproved or unmaintained equipment or utensils,Low Risk
ESPERPENTO RESTAURANT,3295 22nd St,San Francisco,CA,94110,9/7/16 0:00,,,
Young's Restaurant,601 Kearny St,San Francisco,CA,94108,10/5/16 0:00,,,
Zazie,941 COLE St,San Francisco,CA,94117,7/20/16 0:00,94,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
Cafe Bean,800 Sutter St,San Francisco,CA,94109,4/18/16 0:00,,,
LE ZINC,4063 24th St,San Francisco,CA,94114,9/12/16 0:00,88,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
CLADDAGH COFFEE,951 Geneva Ave,San Francisco,CA,94112,12/9/16 0:00,94,Foods not protected from contamination,Moderate Risk
Tung Sing Restaurant,4015 24th St,San Francisco,CA,94114,4/4/16 0:00,,,
STARBUCKS COFFEE #5646,455 MARKET St,San Francisco,CA,94105,12/9/16 0:00,100,,
Starbucks Coffee,27 Drumm St,San Francisco,CA,94111,5/4/16 0:00,98,Unclean or degraded floors walls or ceilings,Low Risk
CLEMENT BBQ RESTAURANT,617 CLEMENT St,San Francisco,CA,94118,5/20/16 0:00,,,
BENDERS BAR & GRILL,800-806 SOUTH VAN NESS Ave,San Francisco,CA,94110,6/28/16 0:00,94,Food safety certificate or food handler card not available,Low Risk
LUPA TRATTORIA,4109 24th St,San Francisco,CA,94114,10/3/16 0:00,92,Unclean nonfood contact surfaces,Low Risk
Casa Mexicana Restaurant,3917 24th St,San Francisco,CA,94114,9/6/16 0:00,77,Moderate risk vermin infestation,Moderate Risk
SWEET CHINITO,3100 MISSION St,San Francisco,CA,94110,8/10/16 0:00,92,Moderate risk food holding temperature,Moderate Risk
AXUM,698 Haight St,San Francisco,CA,94117,7/28/16 0:00,,,
MARTHA & BROS. COFFEE CO,1551 Church St,San Francisco,CA,94131,8/12/16 0:00,84,Improper storage of equipment utensils or linens,Low Risk
COURTYARD BY MARRIOTT-RESTAURANT,299 02nd St,San Francisco,CA,94105,12/6/16 0:00,98,Improper storage of equipment utensils or linens,Low Risk
STARBUCKS,201 03rd St,San Francisco,CA,94105,9/15/16 0:00,,,
PANDA EXPRESS,865 MARKET St C24,San Francisco,CA,94103,6/17/16 0:00,96,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
NORDSTROM CAFE BISTRO,865 MARKET St,San Francisco,CA,94103,4/29/16 0:00,82,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
"New Lun Ting Cafe, Inc",670 Jackson St,San Francisco,CA,94133,5/10/16 0:00,,,
Sai's Vietnamese Restaurant,505 Washington St,San Francisco,CA,94111,8/23/16 0:00,,,
Plouf,40 Belden Pl,San Francisco,CA,94104,8/9/16 0:00,82,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk
Raintree Cafe,118 West Portal Ave,San Francisco,CA,94127,11/16/16 0:00,89,Unclean or degraded floors walls or ceilings,Low Risk
Lanna Restaurant,1245 Noriega St,San Francisco,CA,94122,5/2/16 0:00,90,Unclean nonfood contact surfaces,Low Risk
Emporio Rulli Il Caffe at Union Square,225 Stockton St,San Francisco,CA,94108,4/22/16 0:00,,,
SEA BREEZE CAFE,3940 JUDAH St,San Francisco,CA,94122,4/6/16 0:00,,,
CAFE MUMS,1800 SUTTER St,San Francisco,CA,94115,3/9/16 0:00,86,Moderate risk vermin infestation,Moderate Risk
KFC/TACO BELL,4285 MISSION St,San Francisco,CA,94112,7/28/16 0:00,91,Unclean hands or improper use of gloves,High Risk
Sun Rise Restaurant,3126 24th St,San Francisco,CA,94110,7/15/16 0:00,88,Moderate risk vermin infestation,Moderate Risk
SAI JAI THAI,771 O'FARRELL St,San Francisco,CA,94109,3/11/16 0:00,82,Moderate risk food holding temperature,Moderate Risk
Osha Thai Noodle Cafe,696 Geary St,San Francisco,CA,94102,5/20/16 0:00,92,Low risk vermin infestation,Low Risk
Nara Sushi,1515 Polk St,San Francisco,CA,94109,4/13/16 0:00,78,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
RED BALLOON,2763 MISSION St,San Francisco,CA,94110,6/7/16 0:00,88,Inadequate and inaccessible handwashing facilities,Moderate Risk
Fisherman's Pizzeria Inc [#50],2800 Leavenworth St,San Francisco,CA,94133,12/2/16 0:00,86,Inadequate and inaccessible handwashing facilities,Moderate Risk
Dar Bar Pakistani/Indian Cusine,1412 Polk St,San Francisco,CA,94109,2/4/16 0:00,,Unclean hands or improper use of gloves,High Risk
FLORIO,1915 FILLMORE St,San Francisco,CA,94115,5/31/16 0:00,93,High risk food holding temperature,High Risk
Subway Sandwiches,1199 Sutter St,San Francisco,CA,94109,7/5/16 0:00,87,No hot water or running water,High Risk
Academy Bar & Kitchen,1800 Fillmore St,San Francisco,CA,94115,9/6/16 0:00,94,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
EXECUTIVE CAFE,150 EXECUTIVE PARK Blvd 2000,San Francisco,CA,94134,9/26/16 0:00,,,
GARDEN HOUSE CAFE,3117 CLEMENT St,San Francisco,CA,94121,5/12/16 0:00,86,Improper storage use or identification of toxic substances,Low Risk
ATLAS CAFE,3049 20th St,San Francisco,CA,94110,6/3/16 0:00,90,Moderate risk vermin infestation,Moderate Risk
PHILIPPINE DELICACIES,5609 MISSION St,San Francisco,CA,94112,10/5/16 0:00,81,Unclean or degraded floors walls or ceilings,Low Risk
TIO CHILOS GRILL,2872 24th St,San Francisco,CA,94110,1/13/16 0:00,85,Improper cooling methods,High Risk
CHEVRON #1512,1000 HARRISON St,San Francisco,CA,94103,8/18/16 0:00,98,Unclean nonfood contact surfaces,Low Risk
BRAVO PIZZA,5145 MISSION St,San Francisco,CA,94112,8/19/16 0:00,,,
TAL-Y-TARA TEA & POLO SHOPPE,6439 CALIFORNIA St,San Francisco,CA,94121,10/6/16 0:00,,,
MOONLIGHT CAFE,634 CORTLAND Ave,San Francisco,CA,94110,12/7/16 0:00,94,Food safety certificate or food handler card not available,Low Risk
Cesario,601 Sutter St,San Francisco,CA,94102,7/27/16 0:00,85,Unclean or unsanitary food contact surfaces,High Risk
SF MARRIOTT BANQUET KITCHEN,55 04th St,San Francisco,CA,94103,7/29/16 0:00,75,High risk food holding temperature,High Risk
DAVE'S,29 03rd St,San Francisco,CA,94103,9/1/16 0:00,90,Inadequate ventilation or lighting,Low Risk
Nob Hill Cafe,1152 Taylor St,San Francisco,CA,94108,5/16/16 0:00,92,Improper storage use or identification of toxic substances,Low Risk
Sushi on North Beach,745 Columbus Ave,San Francisco,CA,94133,5/3/16 0:00,,,
B44,44 Belden Pl,San Francisco,CA,94104,9/9/16 0:00,,,
Rogue Ales Public House,673 Union St,San Francisco,CA,94133,4/13/16 0:00,78,Foods not protected from contamination,Moderate Risk
The Old Ship Saloon,298 Pacific Ave,San Francisco,CA,94111,5/2/16 0:00,81,Unclean or unsanitary food contact surfaces,High Risk
Cafe Bastille,22 Belden Pl,San Francisco,CA,94104,7/22/16 0:00,85,Food safety certificate or food handler card not available,Low Risk
Ma's Dim Sum & Cafe,1315 Powell St,San Francisco,CA,94133,2/16/16 0:00,57,Unclean hands or improper use of gloves,High Risk
Basque Hotel,15 Romolo Pl,San Francisco,CA,94133,5/20/16 0:00,92,Improper food storage,Low Risk
Battery Street Coffee Roastery,950 Battery St,San Francisco,CA,94111,8/22/16 0:00,80,Unapproved or unmaintained equipment or utensils,Low Risk
Pat's Cafe,2330 Taylor St,San Francisco,CA,94133,5/23/16 0:00,92,Low risk vermin infestation,Low Risk
Cafe Venue,218 Montgomery St,San Francisco,CA,94104,2/8/16 0:00,,,
Diller's Delicatessen,348 Pine St,San Francisco,CA,94104,9/9/16 0:00,,,
Latte Express #3,448 Beach St,San Francisco,CA,94133,8/12/16 0:00,,,
Starbucks Coffee Company,343 Sansome St,San Francisco,CA,94104,8/10/16 0:00,,,
Escape From New York Pizza,333 Bush St #103,San Francisco,CA,94104,4/12/16 0:00,94,Other low risk violation,Low Risk
Cafe Tiramisu,28 Belden Pl,San Francisco,CA,94104,7/7/16 0:00,80,Unapproved or unmaintained equipment or utensils,Low Risk
Pasquales,2640 Sloat Blvd,San Francisco,CA,94117,3/25/16 0:00,,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
Sorabol-Stonestown Galleria,3251 20th Ave,San Francisco,CA,94132,4/22/16 0:00,89,Improper food storage,Low Risk
MAI'S VIETNAMESE RESTAURANT,316 Clement St,San Francisco,CA,94118,5/18/16 0:00,94,Foods not protected from contamination,Moderate Risk
SIMPLE PLEASURES CAFE,3434 BALBOA St,San Francisco,CA,94121,9/16/16 0:00,,,
GEARY STREET BELLA PIZZA,4124 Geary Blvd,San Francisco,CA,94118,3/16/16 0:00,,,
Cafe Bakery,1345 Noriega St,San Francisco,CA,94122,9/6/16 0:00,,,
TARAVAL OKAZU YA,1735 Taraval St,San Francisco,CA,94116,6/13/16 0:00,,,
Allstar Donuts,901 Clement St,San Francisco,CA,94118,10/12/16 0:00,86,Unclean nonfood contact surfaces,Low Risk
LINCOLN PARK BAR AND GRILL,300 34th Ave,San Francisco,CA,94121,10/12/16 0:00,86,Moderate risk vermin infestation,Moderate Risk
Sunrise Deli,2115 Irving St,San Francisco,CA,94122,4/27/16 0:00,84,Inadequate and inaccessible handwashing facilities,Moderate Risk
Five Happiness,4142 Geary Blvd,San Francisco,CA,94118,6/1/16 0:00,87,Foods not protected from contamination,Moderate Risk
JITRA THAI CUISINE,2545 OCEAN Ave,San Francisco,CA,94132,5/25/16 0:00,90,Unapproved or unmaintained equipment or utensils,Low Risk
STARBUCKS COFFEE CO. #603,74 NEW MONTGOMERY St,San Francisco,CA,94105,12/14/16 0:00,98,Unclean or degraded floors walls or ceilings,Low Risk
S.F. Pizza,1270 Mission St.,San Francisco,CA,94103,9/29/16 0:00,81,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
PLUTO'S,627 IRVING St,San Francisco,CA,94122,8/26/16 0:00,94,Unapproved or unmaintained equipment or utensils,Low Risk
